Person.id|Person.id
2343|2695
2343|3454
2343|1981
2343|4045
2343|5460
2343|3594
2343|219
2343|230
2343|5846
2343|229
2343|228
2343|1244
2343|2409
2343|3455
2343|4589
2343|5045
2343|4299
2343|583
2343|7051
2343|4018
2343|7176
2343|3407
2343|6995
2343|9480
2343|1426
2343|2196
2343|38
2343|3425
8829|5026
8829|659
8829|7974
8829|6286
8829|6995
1426|4532
1426|1403
1426|1386
1426|1392
1426|1395
1426|1370
1426|1300
1426|1344
1426|1367
1426|1404
1426|1321
1426|1351
1426|1369
1426|1406
1426|1374
1426|4630
1426|4636
1426|4640
1426|4634
1426|4627
1426|826
1426|827
1426|4691
1426|4215
1426|4166
1426|4145
1426|4147
1426|4189
1426|4196
1426|4202
1426|4204
1426|4217
1426|4238
1426|4216
1426|4235
1426|4159
1426|4245
1426|4232
1426|4161
1426|4203
1426|4227
1426|1721
1426|1712
1426|1725
1426|3499
1426|8396
1426|1388
1426|8452
1426|6922
1426|5309
1426|8282
1426|1340
1426|6529
1426|7708
1426|8485
1426|5040
1426|8537
1426|8478
1426|8519
1426|801
1426|7402
1426|6242
1426|8522
1426|6632
1426|4893
1426|295
1426|3899
1426|6173
1426|3769
1426|8561
1426|8542
1426|1541
1426|1177
1426|1924
1426|8632
1426|2672
1426|1963
1426|6829
1426|3757
1426|7101
1426|1255
1426|6679
1426|2757
1426|3003
1426|9623
1426|5159
1426|9653
1426|5096
1426|6995
1426|2343
1426|2196
1426|38
1426|3425
1426|7998
1426|8899
1426|303
1426|8888
1426|8354
2196|2023
2196|2616
2196|2689
2196|2914
2196|3536
2196|2470
2196|3321
2196|2934
2196|2276
2196|3304
2196|2183
2196|2460
2196|2100
2196|3486
2196|3273
2196|1993
2196|2930
2196|3539
2196|5037
2196|5036
2196|5041
2196|5057
2196|5012
2196|5060
2196|5017
2196|5024
2196|670
2196|679
2196|696
2196|649
2196|668
2196|701
2196|682
2196|8810
2196|8799
2196|8794
2196|8816
2196|8780
2196|8879
2196|8851
2196|4442
2196|4402
2196|4267
2196|4397
2196|6621
2196|6992
2196|4486
2196|4485
2196|680
2196|9070
2196|2263
2196|2702
2196|7864
2196|1120
2196|4477
2196|3797
2196|7088
2196|4176
2196|5421
2196|5717
2196|1627
2196|1269
2196|5665
2196|7086
2196|8416
2196|4519
2196|2755
2196|1898
2196|5368
2196|2991
2196|4618
2196|1150
2196|4536
2196|4526
2196|62
2196|578
2196|7291
2196|4079
2196|4554
2196|6983
2196|2343
2196|1426
2196|38
2196|3425
2196|8899
2196|8888
2196|7767
2196|6963
2196|3715
2196|3459
38|4971
38|4980
38|5115
38|5110
38|5121
38|5114
38|8554
38|8608
38|8575
38|8571
38|8555
38|8607
38|68
38|43
38|70
38|74
38|41
38|64
38|36
38|46
38|40
38|76
38|33
38|8886
38|8890
38|7998
38|5130
38|9938
38|8328
38|1237
38|1267
38|1270
38|1269
38|1249
38|1277
38|1254
38|1291
38|4115
38|9175
38|5358
38|7919
38|9313
38|2116
38|7090
38|1594
38|2271
38|9660
38|29
38|477
38|7384
38|2523
38|1228
38|296
38|132
38|5496
38|1142
38|1421
38|93
38|6751
38|9922
38|6972
38|5737
38|5157
38|8364
38|950
38|5161
38|1800
38|9284
38|998
38|7802
38|8588
38|2734
38|8594
38|5849
38|823
38|8372
38|6995
38|2343
38|1426
38|2196
38|3425
38|8899
38|2263
38|8888
3425|2957
3425|2294
3425|2201
3425|3407
3425|2776
3425|3107
3425|3392
3425|2680
3425|3063
3425|1779
3425|2875
3425|2592
3425|2482
3425|3142
3425|2856
3425|3027
3425|3123
3425|2489
3425|2700
3425|3484
3425|2260
3425|2718
3425|3227
3425|2782
3425|2135
3425|1799
3425|2978
3425|3051
3425|2280
3425|3323
3425|3200
3425|3057
3425|3140
3425|2926
3425|3048
3425|2582
3425|1774
3425|3321
3425|2351
3425|2909
3425|2367
3425|2022
3425|2954
3425|3304
3425|3202
3425|3286
3425|3479
3425|3373
3425|2879
3425|2129
3425|2756
3425|2321
3425|2087
3425|1995
3425|2322
3425|3059
3425|2364
3425|3312
3425|1975
3425|2628
3425|2631
3425|2252
3425|2014
3425|3583
3425|2803
3425|3254
3425|3354
3425|3513
3425|4398
3425|3165
3425|3285
3425|2452
3425|8372
3425|2343
3425|1426
3425|2196
3425|38
3425|7998
3425|8899
3425|2263
7998|8605
7998|8562
7998|8619
7998|8583
7998|8607
7998|29
7998|70
7998|38
7998|76
7998|73
7998|8892
7998|2311
7998|4363
7998|1953
7998|9491
7998|4413
7998|8805
7998|6948
7998|4630
7998|8396
7998|2099
7998|525
7998|8372
7998|1426
7998|3425
7998|8899
8899|4956
8899|8605
8899|8554
8899|8608
8899|8572
8899|8544
8899|31
8899|41
8899|76
8899|37
8899|8898
8899|547
8899|8897
8899|8882
8899|8000
8899|5131
8899|8325
8899|8328
8899|1252
8899|1276
8899|1250
8899|1279
8899|1232
8899|1216
8899|1289
8899|1217
8899|1228
8899|9174
8899|9158
8899|9137
8899|9161
8899|8878
8899|4800
8899|3895
8899|7025
8899|2347
8899|8853
8899|1115
8899|2327
8899|4735
8899|5547
8899|803
8899|2669
8899|8888
8899|3246
8899|1847
8899|8350
8899|6531
8899|8939
8899|8925
8899|3260
8899|4492
8899|7395
8899|9025
8899|8999
8899|3379
8899|8942
8899|9013
8899|434
8899|8918
8899|8991
8899|8935
8899|1426
8899|2196
8899|38
8899|3425
8899|7998
8899|2263
8899|2983
303|752
303|728
303|505
303|395
303|5449
303|326
303|7841
303|366
303|1426
2263|3462
2263|2750
2263|2616
2263|2965
2263|3408
2263|1897
2263|2657
2263|1911
2263|3368
2263|1800
2263|1780
2263|3322
2263|2471
2263|2409
2263|3482
2263|2195
2263|3321
2263|2276
2263|2183
2263|2460
2263|2524
2263|3273
2263|1816
2263|3103
2263|3539
2263|2154
2263|2405
2263|5013
2263|5014
2263|5051
2263|5042
2263|5060
2263|4304
2263|4247
2263|8658
2263|4439
2263|4462
2263|4397
2263|4285
2263|6239
2263|9426
2263|7415
2263|6992
2263|2207
2263|4486
2263|4485
2263|680
2263|2196
2263|9070
2263|5246
2263|1120
2263|4477
2263|8881
2263|3797
2263|4692
2263|8314
2263|4489
2263|8961
2263|8914
2263|5717
2263|7860
2263|1535
2263|2615
2263|5071
2263|8768
2263|38
2263|3425
2263|8899
2263|8888
2263|8354
2263|941
2263|7767
2263|3501
8888|7937
8888|5121
8888|74
8888|46
8888|76
8888|73
8888|8898
8888|8892
8888|547
8888|8895
8888|8897
8888|8882
8888|7993
8888|7997
8888|7995
8888|8322
8888|1290
8888|1269
8888|1274
8888|1288
8888|1211
8888|1244
8888|1243
8888|1289
8888|9174
8888|9158
8888|9137
8888|9164
8888|9146
8888|9123
8888|9149
8888|9142
8888|9221
8888|9214
8888|9190
8888|9203
8888|9124
8888|4800
8888|6904
8888|8166
8888|5271
8888|2454
8888|8851
8888|8852
8888|1592
8888|1967
8888|4735
8888|8714
8888|5547
8888|803
8888|2669
8888|8899
8888|1608
8888|3246
8888|8350
8888|6531
8888|8939
8888|8920
8888|8925
8888|8902
8888|4492
8888|8929
8888|9389
8888|8910
8888|8451
8888|8933
8888|8973
8888|6430
8888|8991
8888|9030
8888|4622
8888|8944
8888|8976
8888|8975
8888|1426
8888|2196
8888|38
8888|2263
8888|941
8888|7767
8888|3501
8888|6963
8888|3715
8354|1426
8354|2263
941|4795
941|4767
941|4708
941|4738
941|4828
941|4863
941|4879
941|4750
941|4773
941|4832
941|5103
941|943
941|959
941|958
941|953
941|945
941|944
941|951
941|960
941|942
941|1043
941|1055
941|1047
941|1051
941|9401
941|9408
941|9645
941|9355
941|9246
941|913
941|7669
941|8523
941|5393
941|935
941|4284
941|7389
941|3069
941|2221
941|4116
941|4320
941|7421
941|581
941|8038
941|3302
941|1726
941|675
941|8075
941|1254
941|5177
941|3556
941|5339
941|5680
941|2138
941|2574
941|3177
941|4994
941|8728
941|2263
941|8888
941|7767
941|3501
941|2983
941|2714
941|4936
7767|5767
7767|7389
7767|5788
7767|7401
7767|7853
7767|7807
7767|7813
7767|7791
7767|7788
7767|7718
7767|7793
7767|7812
7767|7826
7767|7835
7767|7737
7767|7810
7767|7770
7767|7836
7767|7756
7767|7808
7767|7833
7767|7703
7767|7989
7767|7967
7767|7975
7767|8452
7767|8458
7767|3403
7767|6598
7767|3977
7767|8647
7767|9811
7767|5014
7767|2489
7767|956
7767|5668
7767|4619
7767|423
7767|9886
7767|1744
7767|1055
7767|9699
7767|7253
7767|8068
7767|4649
7767|2475
7767|4681
7767|5758
7767|2078
7767|4905
7767|4656
7767|1161
7767|8549
7767|2196
7767|2263
7767|8888
7767|941
7767|3501
7767|3459
7767|2714
7767|1248
3501|3922
3501|3902
3501|3955
3501|3770
3501|4671
3501|8350
3501|3303
3501|2094
3501|3570
3501|3070
3501|2973
3501|3571
3501|2181
3501|2944
3501|3630
3501|2817
3501|2135
3501|2798
3501|3220
3501|3237
3501|1896
3501|2492
3501|3027
3501|2123
3501|3297
3501|3552
3501|2263
3501|8888
3501|941
3501|7767
3501|3715
6963|9917
6963|9905
6963|9792
6963|6219
6963|6619
6963|5449
6963|7327
6963|9554
6963|2908
6963|7801
6963|7712
6963|5980
6963|3128
6963|7741
6963|2196
6963|8888
2983|2239
2983|2395
2983|101
2983|1597
2983|8899
2983|941
3715|3784
3715|3754
3715|3792
3715|3785
3715|3650
3715|3828
3715|3901
3715|3985
3715|3968
3715|3797
3715|3860
3715|723
3715|724
3715|9406
3715|2231
3715|1871
3715|5051
3715|5070
3715|1367
3715|60
3715|844
3715|3135
3715|2196
3715|8888
3715|3501
3715|3459
3459|3165
3459|3340
3459|2957
3459|1827
3459|2116
3459|3378
3459|2028
3459|2505
3459|3107
3459|3179
3459|2055
3459|2053
3459|3003
3459|3242
3459|2877
3459|3534
3459|1779
3459|4573
3459|804
3459|7418
3459|4572
3459|4532
3459|4597
3459|6598
3459|8426
3459|1197
3459|7350
3459|1593
3459|5840
3459|2085
3459|5361
3459|5820
3459|6976
3459|2384
3459|2196
3459|7767
3459|3715
3459|1248
2714|2502
2714|4634
2714|941
2714|7767
1248|31
1248|41
1248|2473
1248|3512
1248|7767
1248|3459
884|155
884|135
884|146
884|141
884|7660
884|4568
884|4243
884|2398
884|2696
884|2743
884|4936
884|1219
4936|8668
4936|7904
4936|7877
4936|7887
4936|7872
4936|4597
4936|4598
4936|5292
4936|7669
4936|8328
4936|6019
4936|6461
4936|1375
4936|9848
4936|941
4936|884
4936|1219
1219|8577
1219|8892
1219|7995
1219|8325
1219|8328
1219|1237
1219|1249
1219|1277
1219|1288
1219|1224
1219|1226
1219|1232
1219|1241
1219|1278
1219|1289
1219|1286
1219|1240
1219|1217
1219|1287
1219|1271
1219|1236
1219|4583
1219|804
1219|5537
1219|7418
1219|7812
1219|1043
1219|1593
1219|2384
1219|1692
1219|5883
1219|2293
1219|1892
1219|9677
1219|9208
1219|3090
1219|1827
1219|4607
1219|4613
1219|6411
1219|8193
1219|1794
1219|884
1219|4936
1219|9633
1219|8723
1219|75
9633|4853
9633|4787
9633|4879
9633|4753
9633|9615
9633|9433
9633|7756
9633|9312
9633|1219
9633|8723
9633|5885
8723|8418
8723|1026
8723|1001
8723|811
8723|8736
8723|8688
8723|9091
8723|2449
8723|1962
8723|9958
8723|1219
8723|9633
75|1219
5885|9633
4814|1489
4814|6388
1489|5330
1489|5169
1489|5263
1489|4494
1489|4506
1489|1460
1489|1511
1489|5380
1489|7795
1489|5202
1489|7867
1489|9718
1489|8312
1489|6664
1489|4814
1489|4960
1489|1734
6388|4814
4960|305
4960|584
4960|407
4960|325
4960|377
4960|9973
4960|7483
4960|7289
4960|1003
4960|1138
4960|1489
4960|1734
1734|4795
1734|4870
1734|4708
1734|4709
1734|4753
1734|4871
1734|4718
1734|4812
1734|1197
1734|1202
1734|1729
1734|1736
1734|1733
1734|5102
1734|953
1734|947
1734|942
1734|1043
1734|1058
1734|1047
1734|1048
1734|9668
1734|9401
1734|9590
1734|9569
1734|9245
1734|9629
1734|9670
1734|9438
1734|9460
1734|9625
1734|9732
1734|9468
1734|9548
1734|9638
1734|9728
1734|9509
1734|9623
1734|9628
1734|9498
1734|9323
1734|4634
1734|3170
1734|793
1734|8069
1734|9405
1734|8089
1734|417
1734|7868
1734|7995
1734|6820
1734|6876
1734|4714
1734|8322
1734|842
1734|5642
1734|3196
1734|4625
1734|475
1734|9583
1734|9945
1734|8342
1734|4249
1734|7836
1734|3109
1734|8105
1734|4758
1734|8498
1734|191
1734|7018
1734|5891
1734|8527
1734|7369
1734|8360
1734|1691
1734|9696
1734|8361
1734|3771
1734|1243
1734|6642
1734|4375
1734|169
1734|3931
1734|1489
1734|4960
1734|5805
1734|5742
1734|7583
1734|3910
1734|3568
1734|5346
1734|8087
1734|540
5805|1734
5742|1734
5742|7271
7271|6658
7271|7142
7271|6112
7271|6618
7271|6082
7271|6613
7271|6954
7271|6776
7271|7550
7271|5586
7271|6447
7271|7477
7271|7375
7271|6174
7271|6435
7271|7231
7271|5665
7271|7190
7271|6325
7271|7098
7271|7440
7271|7050
7271|7250
7271|5591
7271|7518
7271|6326
7271|5791
7271|5481
7271|6395
7271|5734
7271|7156
7271|6584
7271|6156
7271|7544
7271|6367
7271|5592
7271|5945
7271|6926
7271|7403
7271|6150
7271|5787
7271|5784
7271|5742
7271|7868
7271|2791
7271|3910
7271|3767
7271|2675
7868|8010
7868|8032
7868|7867
7868|7889
7868|7925
7868|7887
7868|7918
7868|7865
7868|7903
7868|7899
7868|7890
7868|7911
7868|1298
7868|1297
7868|1440
7868|4932
7868|4917
7868|8059
7868|8260
7868|8162
7868|3170
7868|8190
7868|8248
7868|793
7868|8098
7868|8089
7868|417
7868|1734
7868|7995
7868|6820
7868|6876
7868|4714
7868|2499
7868|4059
7868|6607
7868|7271
7868|2791
7868|3568
7868|3767
7868|8087
2791|2635
2791|1871
2791|3089
2791|2031
2791|2700
2791|2622
2791|2260
2791|3508
2791|2718
2791|6439
2791|4401
2791|5557
2791|221
2791|1512
2791|5596
2791|1697
2791|1782
2791|1237
2791|7271
2791|7868
2791|3910
7583|7058
7583|5704
7583|7382
7583|6719
7583|6790
7583|7050
7583|1734
3910|3777
3910|3844
3910|3784
3910|3903
3910|3646
3910|3816
3910|3759
3910|3650
3910|1064
3910|1189
3910|1110
3910|31
3910|1296
3910|5563
3910|8434
3910|1391
3910|1734
3910|7271
3910|2791
3568|1892
3568|2594
3568|2138
3568|2145
3568|3450
3568|2845
3568|2102
3568|2581
3568|2817
3568|3055
3568|2271
3568|3466
3568|2921
3568|1902
3568|1997
3568|2336
3568|2197
3568|3167
3568|2245
3568|2125
3568|3534
3568|2397
3568|4405
3568|1886
3568|1734
3568|7868
3568|540
3568|8552
5346|4027
5346|5184
5346|1734
3767|7271
3767|7868
8087|8292
8087|8194
8087|8254
8087|8189
8087|8279
8087|8098
8087|8197
8087|8200
8087|8153
8087|4812
8087|4192
8087|1082
8087|8051
8087|6033
8087|6113
8087|8285
8087|8234
8087|8049
8087|1734
8087|7868
540|326
540|522
540|316
540|565
540|1734
540|3568
5153|4027
5153|5348
5153|5313
5153|5187
5153|5384
5153|5225
5153|5349
5153|5162
5153|5200
5153|109
5153|3102
5153|5251
5153|5184
5153|5166
5153|5241
5153|5152
5153|5290
5153|5356
5153|8552
5153|5839
2675|7271
8552|4603
8552|4983
8552|7929
8552|7939
8552|5110
8552|8374
8552|8538
8552|8485
8552|5040
8552|8464
8552|3568
8552|5153
5839|5631
5839|7579
5839|7470
5839|7466
5839|7364
5839|5948
5839|7221
5839|7058
5839|6676
5839|6402
5839|7169
5839|5883
5839|6367
5839|7081
5839|7342
5839|5904
5839|7483
5839|5773
5839|7078
5839|6177
5839|7031
5839|7372
5839|7071
5839|7424
5839|5517
5839|7382
5839|5416
5839|6197
5839|7249
5839|6556
5839|40
5839|6235
5839|6254
5839|5666
5839|7474
5839|5671
5839|6271
5839|6435
5839|6232
5839|7375
5839|5847
5839|7385
5839|7201
5839|6103
5839|6479
5839|5975
5839|6823
5839|6558
5839|6111
5839|6488
5839|5897
5839|6655
5839|2863
5839|5874
5839|7547
5839|6856
5839|5823
5839|7409
5839|7432
5839|5566
5839|5629
5839|5153
5839|1257
5839|3755
5839|9698
5839|5409
5839|7454
5839|9569
5839|2618
5839|1631
1257|8612
1257|70
1257|76
1257|7995
1257|9939
1257|1212
1257|1277
1257|1250
1257|1288
1257|1244
1257|1254
1257|1224
1257|1230
1257|1214
1257|1242
1257|1266
1257|1286
1257|1287
1257|1228
1257|1260
1257|1261
1257|9138
1257|9200
1257|9213
1257|9164
1257|9603
1257|3676
1257|5073
1257|7133
1257|1392
1257|5097
1257|4516
1257|7899
1257|5330
1257|9659
1257|5304
1257|2700
1257|1232
1257|7401
1257|251
1257|8025
1257|6949
1257|5146
1257|7125
1257|5328
1257|5183
1257|5364
1257|5188
1257|1603
1257|5180
1257|5839
1257|3755
1257|9698
1257|5409
1257|7454
1257|2618
3755|8631
3755|8633
3755|3799
3755|3900
3755|3778
3755|3887
3755|3761
3755|3898
3755|3844
3755|3965
3755|3693
3755|3886
3755|3706
3755|3766
3755|3750
3755|3744
3755|3784
3755|2305
3755|9162
3755|3817
3755|3699
3755|811
3755|3827
3755|3650
3755|3674
3755|3903
3755|3985
3755|3990
3755|9205
3755|3934
3755|3916
3755|3759
3755|3739
3755|3738
3755|5839
3755|1257
3755|5409
3755|7454
9698|9693
9698|9512
9698|3711
9698|9172
9698|5839
9698|1257
5409|7484
5409|6704
5409|7544
5409|5818
5409|7429
5409|5874
5409|6564
5409|6751
5409|6712
5409|6439
5409|6649
5409|6450
5409|7634
5409|6344
5409|5743
5409|5981
5409|7251
5409|6284
5409|6714
5409|5450
5409|7252
5409|6254
5409|5476
5409|5739
5409|5706
5409|6237
5409|7381
5409|6537
5409|6698
5409|6024
5409|6020
5409|7600
5409|5528
5409|7475
5409|6125
5409|6342
5409|6484
5409|6834
5409|5507
5409|6440
5409|7498
5409|5712
5409|6081
5409|7279
5409|6981
5409|6303
5409|5414
5409|7045
5409|6986
5409|5723
5409|6879
5409|5921
5409|7581
5409|6978
5409|6098
5409|6955
5409|6696
5409|6789
5409|7472
5409|9959
5409|5485
5409|5134
5409|6083
5409|5839
5409|1257
5409|3755
5409|9569
5409|2618
5409|495
5409|1631
5409|5593
7454|5866
7454|7206
7454|7142
7454|5849
7454|6590
7454|5486
7454|6045
7454|6716
7454|7423
7454|5558
7454|7484
7454|6237
7454|5771
7454|6339
7454|6508
7454|2529
7454|5852
7454|6780
7454|6877
7454|7375
7454|5839
7454|1257
7454|3755
9569|4729
9569|4879
9569|4822
9569|1206
9569|1734
9569|1736
9569|5109
9569|959
9569|1043
9569|9401
9569|9347
9569|9408
9569|5073
9569|4887
9569|8798
9569|7133
9569|5097
9569|9404
9569|9614
9569|8562
9569|8005
9569|104
9569|8476
9569|1756
9569|5839
9569|5409
9569|2618
2618|9546
2618|9533
2618|9507
2618|9669
2618|9478
2618|9532
2618|9324
2618|9313
2618|9302
2618|9664
2618|9284
2618|9282
2618|7945
2618|752
2618|712
2618|748
2618|721
2618|714
2618|706
2618|564
2618|339
2618|310
2618|514
2618|613
2618|422
2618|427
2618|1782
2618|5289
2618|8541
2618|2269
2618|565
2618|3968
2618|4046
2618|8954
2618|5825
2618|6359
2618|6233
2618|3498
2618|9725
2618|2986
2618|9311
2618|5502
2618|280
2618|6405
2618|286
2618|369
2618|7754
2618|4494
2618|406
2618|612
2618|456
2618|592
2618|5839
2618|1257
2618|5409
2618|9569
2618|495
2618|1631
495|510
495|618
495|316
495|456
495|379
495|344
495|507
495|627
495|323
495|584
495|407
495|529
495|325
495|532
495|432
495|626
495|454
495|352
495|333
495|538
495|398
495|396
495|506
495|347
495|9626
495|9579
495|5193
495|789
495|2635
495|8054
495|5207
495|2006
495|5000
495|5335
495|7889
495|7058
495|9910
495|8133
495|2041
495|2938
495|1491
495|9779
495|9681
495|8807
495|4796
495|9925
495|9900
495|9814
495|5409
495|2618
495|1631
495|8214
495|7157
495|5007
1631|280
1631|1758
1631|1761
1631|1628
1631|1685
1631|1568
1631|1641
1631|1636
1631|1654
1631|1660
1631|1623
1631|1626
1631|1596
1631|8675
1631|8666
1631|8672
1631|8664
1631|8005
1631|8010
1631|8505
1631|1514
1631|1501
1631|101
1631|1869
1631|1260
1631|1597
1631|3427
1631|1664
1631|814
1631|1629
1631|1567
1631|1619
1631|1311
1631|1575
1631|6263
1631|2185
1631|1663
1631|3524
1631|4429
1631|5839
1631|5409
1631|2618
1631|495
1631|6776
5593|5649
5593|7087
5593|2163
5593|9629
5593|5409
8214|4910
8214|4931
8214|9032
8214|9037
8214|9112
8214|9052
8214|230
8214|8234
8214|8215
8214|8281
8214|8183
8214|7377
8214|8822
8214|2918
8214|8032
8214|4634
8214|8304
8214|6113
8214|8298
8214|8110
8214|7745
8214|81
8214|495
8214|6776
8214|7157
6776|7290
6776|6413
6776|5849
6776|7403
6776|6477
6776|7471
6776|6269
6776|7213
6776|7432
6776|7597
6776|7343
6776|5980
6776|6799
6776|7550
6776|7415
6776|7271
6776|6447
6776|5741
6776|7098
6776|5554
6776|6824
6776|1091
6776|8551
6776|5144
6776|8164
6776|670
6776|653
6776|669
6776|660
6776|702
6776|1070
6776|375
6776|7152
6776|7042
6776|6635
6776|2190
6776|9975
6776|339
6776|786
6776|1181
6776|9235
6776|7936
6776|1631
6776|8214
6776|4130
6776|5007
6776|8285
7157|6359
7157|6684
7157|5617
7157|5989
7157|6765
7157|7498
7157|5772
7157|5447
7157|7237
7157|7356
7157|6056
7157|2529
7157|6271
7157|6379
7157|5975
7157|7600
7157|7236
7157|6201
7157|495
7157|8214
4130|8136
4130|8287
4130|9966
4130|9958
4130|9964
4130|4030
4130|4074
4130|4118
4130|4089
4130|4121
4130|4043
4130|4018
4130|4102
4130|4013
4130|3860
4130|3985
4130|9205
4130|3855
4130|4100
4130|4005
4130|4084
4130|4085
4130|4122
4130|4038
4130|4042
4130|4054
4130|4093
4130|4120
4130|6776
4130|5007
4130|8285
4130|2889
4130|1627
5007|9161
5007|9162
5007|8688
5007|5079
5007|5068
5007|5901
5007|5073
5007|6670
5007|6208
5007|9995
5007|9820
5007|869
5007|2895
5007|6266
5007|495
5007|6776
5007|4130
8285|8075
8285|8290
8285|8105
8285|8190
8285|8102
8285|8259
8285|8166
8285|8168
8285|8146
8285|8117
8285|8198
8285|8209
8285|8267
8285|8246
8285|9953
8285|9948
8285|9972
8285|9962
8285|9951
8285|9947
8285|9968
8285|5142
8285|973
8285|9954
8285|8181
8285|8298
8285|9412
8285|3323
8285|8254
8285|8234
8285|8110
8285|7745
8285|8115
8285|421
8285|8060
8285|6987
8285|8087
8285|8127
8285|348
8285|8284
8285|8286
8285|3232
8285|8172
8285|8082
8285|6776
8285|4130
8285|7869
8285|1627
8285|9072
8285|8403
2889|4130
7869|1692
7869|1653
7869|1696
7869|1620
7869|4227
7869|4189
7869|4304
7869|4344
7869|8285
7869|4849
1627|4485
1627|1764
1627|1765
1627|8361
1627|1570
1627|1628
1627|1564
1627|1706
1627|1567
1627|1590
1627|1674
1627|4304
1627|4434
1627|4382
1627|6621
1627|6992
1627|2196
1627|8881
1627|1266
1627|4513
1627|7088
1627|4176
1627|4130
1627|8285
1627|8403
1627|4849
9072|8285
8403|9222
8403|9159
8403|246
8403|3900
8403|3520
8403|8307
8403|8285
8403|1627
4849|4831
4849|4876
4849|4751
4849|4843
4849|4738
4849|4866
4849|4853
4849|4803
4849|4709
4849|4741
4849|4846
4849|4858
4849|4818
4849|4729
4849|4887
4849|4787
4849|4734
4849|4808
4849|4816
4849|4879
4849|4753
4849|4813
4849|4832
4849|8950
4849|7579
4849|2163
4849|7532
4849|7043
4849|9629
4849|5017
4849|4056
4849|5927
4849|9161
4849|8037
4849|5099
4849|7217
4849|8811
4849|8798
4849|5138
4849|5088
